dataset_id,accession,cohort_role,sample_id,gsm_id,patient_id,section_id,specimen_type,disease,treatment_context,platform,expression_path,raw_expression_path,spatial_path,image_path,coordinates_path,scalefactors_path,metadata_source,has_expression_expected,has_coordinates_expected,has_image_expected,public_no_auth,include_primary,include_reason,exclude_reason,notes
GSE272362,GSE272362,main_primary_metastasis,GSM8399460_S18_Sample11_A1,GSM8399460,patient_unknown_sample_11,Sample_11,liver_metastasis,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399460_S18_Sample11_A1_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399460_S18_Sample11_A1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399460_S18_Sample11_A1_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399460_S18_Sample11_A1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
GSE272362,GSE272362,main_primary_metastasis,GSM8399461_S18_Sample12_C27,GSM8399461,patient_unknown_sample_12,Sample_12,lymph_node_metastasis,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399461_S18_Sample12_C27_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399461_S18_Sample12_C27_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399461_S18_Sample12_C27_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399461_S18_Sample12_C27_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
GSE272362,GSE272362,main_primary_metastasis,GSM8399462_S18_Sample13_C7,GSM8399462,patient_unknown_sample_13,Sample_13,primary_tumor,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399462_S18_Sample13_C7_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399462_S18_Sample13_C7_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399462_S18_Sample13_C7_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399462_S18_Sample13_C7_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
GSE272362,GSE272362,main_primary_metastasis,GSM8399463_S18_Sample14_I16,GSM8399463,patient_unknown_sample_14,Sample_14,lymph_node_metastasis,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399463_S18_Sample14_I16_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399463_S18_Sample14_I16_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399463_S18_Sample14_I16_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399463_S18_Sample14_I16_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
GSE272362,GSE272362,main_primary_metastasis,GSM8399464_S20_Sample15_A1,GSM8399464,patient_unknown_sample_15,Sample_15,liver_metastasis,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399464_S20_Sample15_A1_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399464_S20_Sample15_A1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399464_S20_Sample15_A1_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399464_S20_Sample15_A1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
GSE272362,GSE272362,main_primary_metastasis,GSM8399465_S20_Sample16_B15,GSM8399465,patient_unknown_sample_16,Sample_16,lymph_node_metastasis,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399465_S20_Sample16_B15_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399465_S20_Sample16_B15_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399465_S20_Sample16_B15_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399465_S20_Sample16_B15_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
GSE272362,GSE272362,main_primary_metastasis,GSM8399466_S20_Sample17_B9,GSM8399466,patient_unknown_sample_17,Sample_17,primary_tumor,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399466_S20_Sample17_B9_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399466_S20_Sample17_B9_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399466_S20_Sample17_B9_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399466_S20_Sample17_B9_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
GSE272362,GSE272362,main_primary_metastasis,GSM8399467_S20_Sample18_A3,GSM8399467,patient_unknown_sample_18,Sample_18,primary_tumor,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399467_S20_Sample18_A3_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399467_S20_Sample18_A3_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399467_S20_Sample18_A3_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399467_S20_Sample18_A3_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
GSE272362,GSE272362,main_primary_metastasis,GSM8399468_S20_Sample19_D2,GSM8399468,patient_unknown_sample_19,Sample_19,liver_metastasis,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399468_S20_Sample19_D2_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399468_S20_Sample19_D2_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399468_S20_Sample19_D2_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399468_S20_Sample19_D2_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
GSE272362,GSE272362,main_primary_metastasis,GSM8399469_S21_Sample20_A1,GSM8399469,patient_unknown_sample_20,Sample_20,liver_metastasis,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399469_S21_Sample20_A1_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399469_S21_Sample20_A1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399469_S21_Sample20_A1_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399469_S21_Sample20_A1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
GSE272362,GSE272362,main_primary_metastasis,GSM8399470_S21_Sample21_C1,GSM8399470,patient_unknown_sample_21,Sample_21,lymph_node_metastasis,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399470_S21_Sample21_C1_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399470_S21_Sample21_C1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399470_S21_Sample21_C1_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399470_S21_Sample21_C1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
GSE272362,GSE272362,main_primary_metastasis,GSM8399471_S21_Sample22_E1,GSM8399471,patient_unknown_sample_22,Sample_22,normal_pancreas,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399471_S21_Sample22_E1_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399471_S21_Sample22_E1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399471_S21_Sample22_E1_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399471_S21_Sample22_E1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
GSE272362,GSE272362,main_primary_metastasis,GSM8399472_S21_Sample23_E9,GSM8399472,patient_unknown_sample_23,Sample_23,primary_tumor,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399472_S21_Sample23_E9_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399472_S21_Sample23_E9_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399472_S21_Sample23_E9_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399472_S21_Sample23_E9_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
GSE272362,GSE272362,main_primary_metastasis,GSM8399473_S21_Sample24_E3,GSM8399473,patient_unknown_sample_24,Sample_24,liver_metastasis,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399473_S21_Sample24_E3_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399473_S21_Sample24_E3_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399473_S21_Sample24_E3_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399473_S21_Sample24_E3_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
GSE272362,GSE272362,main_primary_metastasis,GSM8399474_S21_Sample25_F12,GSM8399474,patient_unknown_sample_25,Sample_25,primary_tumor,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399474_S21_Sample25_F12_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399474_S21_Sample25_F12_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399474_S21_Sample25_F12_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399474_S21_Sample25_F12_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
GSE272362,GSE272362,main_primary_metastasis,GSM8399475_S21_Sample26_F16,GSM8399475,patient_unknown_sample_26,Sample_26,normal_pancreas,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399475_S21_Sample26_F16_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399475_S21_Sample26_F16_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399475_S21_Sample26_F16_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399475_S21_Sample26_F16_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
GSE272362,GSE272362,main_primary_metastasis,GSM8399476_S21_Sample27_A1,GSM8399476,patient_unknown_sample_27,Sample_27,liver_metastasis,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399476_S21_Sample27_A1_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399476_S21_Sample27_A1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399476_S21_Sample27_A1_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399476_S21_Sample27_A1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
GSE272362,GSE272362,main_primary_metastasis,GSM8399477_S21_Sample28_H19,GSM8399477,patient_unknown_sample_28,Sample_28,lymph_node_metastasis,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399477_S21_Sample28_H19_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399477_S21_Sample28_H19_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399477_S21_Sample28_H19_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399477_S21_Sample28_H19_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
GSE272362,GSE272362,main_primary_metastasis,GSM8399478_S21_Sample29_H8,GSM8399478,patient_unknown_sample_29,Sample_29,primary_tumor,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399478_S21_Sample29_H8_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399478_S21_Sample29_H8_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399478_S21_Sample29_H8_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399478_S21_Sample29_H8_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
